Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags, Fwd Header Length, Bwd Header Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count,PSH_Flag_Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio,Average_Packet_Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label,Target
53,17947745,4,4,148,496,42,32,37,5.773502692,190,58,124,76.21023553,35.88194506,0.445738448,2563963.571,6743407.398,17856380,3,17856540,5952180,10309472.11,17856533,3,17947593,5982531,10362040.72,17947585,4,0,0,0,0,104,80,0.222869224,0.222869224,32,190,76.22222222,65.17242089,4247.444444,0,0,0,0,0,0,0,0,1,85.75,37,124,104,0,0,0,0,0,0,4,148,4,496,-1,-1,3,20,156,0,156,156,17856380,0,17856380,17856380,BENIGN,0
443,6002739,8,4,620,2766,342,0,77.5,126.6423536,2462,0,691.5,1188.499755,564.0758327,1.999087417,545703.5455,1722599.524,5738744,4,6002739,857534.1429,2152843.366,5738744,4,141958,47319.33333,53642.54112,105844,488,0,0,0,0,172,92,1.332724944,0.666362472,0,2462,260.4615385,672.5993874,452389.9359,0,0,0,1,0,0,0,0,0,282.1666667,77.5,691.5,172,0,0,0,0,0,0,8,620,4,2766,8192,31088,7,20,263991,0,263991,263991,5738744,0,5738744,5738744,BENIGN,0
53,101824463,2,2,120,232,63,57,60,4.242640687,121,111,116,7.071067812,3.456929599,0.039283291,33941487.67,58707691.08,101731288,31773,101792690,101792690,0,101792690,101792690,101763061,101763061,0,101763061,101763061,0,0,0,0,52,52,0.019641645,0.019641645,57,121,83,30.43024811,926,0,0,0,0,0,0,0,0,1,103.75,60,116,52,0,0,0,0,0,0,2,120,2,232,-1,-1,1,20,61402,0,61402,61402,101731288,0,101731288,101731288,BENIGN,0
80,357614,4,6,744,11595,372,0,186,214.7743001,5792,0,1932.5,2181.008184,34503.68274,27.96311106,39734.88889,77723.79122,209992,3,222002,74000.66667,117924.7898,209992,3,357485,71497,102454.8177,221917,46,0,0,0,0,136,200,11.18524443,16.77786664,0,5792,1121.727273,1806.297212,3262709.618,0,0,0,1,0,0,0,0,1,1233.9,186,1932.5,136,0,0,0,0,0,0,4,744,6,11595,29200,235,2,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,146484,3,5,348,11595,348,0,116,200.9178937,7240,0,2319,3003.171157,81531.08872,54.61347314,20926.28571,49708.25713,133125,16,13015,6507.5,9180.36734,12999,16,146466,36616.5,64625.97894,133125,64,0,0,0,0,104,168,20.48005243,34.13342071,0,7240,1327,2429.961317,5904712,0,0,0,1,0,0,0,0,1,1492.875,116,2319,104,0,0,0,0,0,0,3,348,5,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,9703,3,6,307,11595,307,0,102.3333333,177.2465326,5792,0,1932.5,2181.008184,1226630.939,927.548181,1212.875,3134.991202,8970,26,9186,4593,6226.782315,8996,190,9677,1935.4,4101.167309,9271,45,0,0,0,0,104,200,309.182727,618.365454,0,5792,1190.2,1889.144709,3568867.733,0,0,0,1,0,0,0,0,2,1322.444444,102.3333333,1932.5,104,0,0,0,0,0,0,3,307,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,998024,4,6,310,11595,310,0,77.5,155,5792,0,1932.5,2537.820147,11928.57086,10.01979912,110891.5556,332081.1436,996441,2,997289,332429.6667,575050.8053,996441,49,1473,294.6,381.5623147,810,2,0,0,0,0,144,200,4.007919649,6.011879474,0,5792,1082.272727,2045.033892,4182163.618,0,0,0,1,0,0,0,0,1,1190.5,77.5,1932.5,144,0,0,0,0,0,0,4,310,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,1149155,4,6,331,11595,331,0,82.75,165.5,5792,0,1932.5,2181.008184,10378.0604,8.702046286,127683.8889,329451.6262,997934,14,1010982,336994,572427.4525,997934,49,151122,30224.4,60413.81597,137829,14,0,0,0,0,144,200,3.480818514,5.221227772,0,5792,1084.181818,1826.771185,3337092.964,0,0,0,1,0,0,0,0,1,1192.6,82.75,1932.5,144,0,0,0,0,0,0,4,331,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk,1
80,16033108,4,5,366,11595,366,0,91.5,183,5803,0,2319,3175.423909,746.0188006,0.56133845,2004138.5,5667936.638,16000000,3,16000000,5344084.667,9255630.34,16000000,123,1477,369.25,399.6151273,765,3,0,0,0,0,144,168,0.249483756,0.311854695,0,5803,1196.1,2427.835728,5894386.322,0,0,0,1,0,0,0,0,1,1329,91.5,2319,144,0,0,0,0,0,0,4,366,5,11595,29200,235,1,32,0,0,0,0,16000000,0,16000000,16000000,DoS Hulk,1
80,99537968,9,7,716,11595,358,0,79.55555556,157.8631616,5792,0,1656.428571,2118.227235,123.6814479,0.160742683,6635864.533,25600000,99200000,0,99400000,12400000,35100000,99200000,0,362687,60447.83333,97857.64326,226970,45,0,0,0,0,296,232,0.090417759,0.070324924,0,5792,724.1764706,1530.290015,2341787.529,0,0,0,0,1,0,0,0,0,769.4375,79.55555556,1656.428571,296,0,0,0,0,0,0,9,716,7,11595,274,235,2,32,1003,0,1003,1003,99200000,0,99200000,99200000,DoS Hulk,1
80,99170962,6,8,359,11595,341,0,59.83333333,137.7743324,5792,0,1449.375,2046.673464,120.5393167,0.141170356,7628535.538,27500000,99100000,1,99200000,19800000,44300000,99100000,938,99200000,14200000,37500000,99200000,47,0,0,0,0,164,264,0.060501581,0.080668775,0,5792,797.3333333,1619.257487,2621994.81,1,0,0,0,0,0,0,0,1,854.2857143,59.83333333,1449.375,164,0,0,0,0,0,0,6,359,8,11595,0,235,3,20,12992,0,12992,12992,99100000,0,99100000,99100000,DoS Hulk,1
443,116661622,25,22,676,12161,328,0,27.04,77.08841245,2234,0,552.7727273,752.8132591,110.0361865,0.402874563,2536122.217,4369002.348,10217209,9,116661622,4860900.917,5076038.299,10240055,18,113080570,5384789.048,5188709.58,10240288,46,0,0,0,0,808,712,0.21429498,0.188579583,0,2234,267.4375,571.510872,326624.6769,0,0,0,1,0,0,0,0,0,273.1276596,27.04,552.7727273,808,0,0,0,0,0,0,25,676,22,12161,29200,972,4,32,91744.36364,227893.482,778869,22812,10188318.09,65161.70268,10217209,10029474,BENIGN,0
80,147627,3,4,436,872,430,0,145.3333333,246.5468177,860,0,218,428.0093457,8860.167855,47.41680045,24604.5,38980.13825,100764,3,123927,61963.5,54872.19333,100764,23163,124519,41506.33333,71528.5116,124100,3,0,0,0,0,72,92,20.32148591,27.09531454,0,860,163.5,318.6466919,101535.7143,0,0,0,1,0,0,0,0,1,186.8571429,145.3333333,218,72,0,0,0,0,0,0,3,436,4,872,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN,0
49509,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12333333.33,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,30016,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
53,30259,1,1,50,114,50,50,50,0,114,114,114,0,5419.875078,66.09603754,30259,0,30259,30259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,33.04801877,33.04801877,50,114,71.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,107,50,114,32,0,0,0,0,0,0,1,50,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,0
49666,71,1,1,6,6,6,6,6,0,6,6,6,0,169014.0845,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14084.50704,14084.50704,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,251,2053,0,20,0,0,0,0,0,0,0,0,BENIGN,0
443,115674691,23,18,913,6358,357,0,39.69565217,90.47974901,1460,0,353.2222222,592.388342,62.85731077,0.35444227,2891867.275,4472034.216,10006219,4,115674691,5257940.5,5013130.023,10109412,4,111533749,6560808.765,4945802.781,10109731,48,0,0,0,0,508,504,0.198833468,0.155608801,0,1460,173.1190476,418.1577601,174855.9123,0,0,0,1,0,0,0,0,0,177.3414634,39.69565217,353.2222222,508,0,0,0,0,0,0,23,913,18,6358,8192,511,19,20,148573.1818,150742.7051,603079,102826,9990835.909,34999.33967,10006219,9885556,BENIGN,0
49231,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12333333.33,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,1551,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
50610,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5114,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
80,118159405,18,15,868,3548,434,0,48.22222222,140.3472817,1774,0,236.5333333,624.2098853,37.37324168,0.279283735,3692481.406,4830880.777,10217085,11,118159405,6950553.235,4633423.16,10240054,3742,114412182,8172298.714,4079542.27,10243934,1421,0,0,0,0,584,488,0.152336583,0.126947153,0,1774,129.8823529,429.8450577,184766.7736,0,0,0,1,0,0,0,0,0,133.8181818,48.22222222,236.5333333,584,0,0,0,0,0,0,18,868,15,3548,29200,972,2,32,212647.9091,627289.8599,2103996,22919,10187970.82,64642.71388,10217085,10030791,BENIGN,0
88,1196,9,7,3254,3172,1612,0,361.5555556,708.9398972,1577,0,453.1428571,767.7452765,5372909.699,13377.92642,79.73333333,170.4730673,684,1,1196,149.5,283.9391283,822,1,1110,185,285.8272205,758,5,0,0,0,0,204,164,7525.083612,5852.842809,0,1612,378,695.6204964,483887.875,0,0,0,1,0,0,0,0,0,401.625,361.5555556,453.1428571,204,0,0,0,0,0,0,9,3254,7,3172,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN,0
443,11064004,10,8,1484,3648,885,0,148.4,284.6089715,1451,0,456,620.7718698,463.8465424,1.62689746,650823.7647,2417723.024,10013313,2,10387271,1154141.222,3322694.235,10013313,308,11032206,1576029.429,3740854.579,10043714,2,0,0,0,0,220,168,0.903831922,0.723065538,0,1451,270.1052632,466.9081393,218003.2105,0,0,0,1,0,0,0,0,0,285.1111111,148.4,456,220,0,0,0,0,0,0,10,1484,8,3648,29200,14160,9,20,373958,0,373958,373958,10013313,0,10013313,10013313,BENIGN,0
443,5804607,10,6,595,3172,326,0,59.5,110.9927425,1460,2,528.6666667,724.4329277,648.9672772,2.756431228,386973.8,1458880.757,5660266,2,5804607,644956.3333,1880873.936,5660266,2,77050,15410,21886.21823,49472,2,0,0,0,0,220,124,1.722769517,1.03366171,0,1460,221.5882353,475.164453,225781.2574,0,0,0,1,0,0,0,0,0,235.4375,59.5,528.6666667,220,0,0,0,0,0,0,10,595,6,3172,29200,34970,9,20,144322,0,144322,144322,5660266,0,5660266,5660266,BENIGN,0
80,82109,3,4,1030,1099,1030,0,343.3333333,594.6707773,1099,0,274.75,549.5,25928.94811,85.25253017,13684.83333,16370.24456,36260,4,40505,20252.5,17343.20802,32516,7989,49606,16535.33333,24159.76526,44262,4,0,0,0,0,104,136,36.53679865,48.71573153,0,1099,266.125,493.11269,243160.125,0,0,0,1,0,0,0,0,1,304.1428571,343.3333333,274.75,104,0,0,0,0,0,0,3,1030,4,1099,29200,243,1,32,0,0,0,0,0,0,0,0,BENIGN,0
80,240,2,0,12,0,6,6,6,0,0,0,0,0,50000,8333.333333,240,0,240,240,240,240,0,240,240,0,0,0,0,0,0,0,0,0,40,0,8333.333333,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
16016,56,1,1,2,6,2,2,2,0,6,6,6,0,142857.1429,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
123,93810,1,1,48,48,48,48,48,0,48,48,48,0,1023.345059,21.31968873,93810,0,93810,93810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.65984437,10.65984437,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,0
80,5973106,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.00900503,0.669668343,1991035.333,3435324.837,5957797,29,5973106,2986553,4201973.562,5957797,15309,0,0,0,0,0,0,0,0,0,80,32,0.502251258,0.167417086,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,80,0,0,0,0,0,0,3,12,1,0,29200,29200,2,20,0,0,0,0,0,0,0,0,BENIGN,0
139,525396,26,22,4170,2888,1406,0,160.3846154,372.2535778,413,0,131.2727273,166.1938575,13433.67669,91.35966014,11178.6383,36825.3863,180824,0,525396,21015.84,61136.82341,254809,0,478145,22768.80952,59936.22225,224813,3,0,0,0,0,848,720,49.48648258,41.87317757,0,1406,144.0408163,291.3912718,84908.8733,0,0,0,1,0,0,0,0,0,147.0416667,160.3846154,131.2727273,848,0,0,0,0,0,0,26,4170,22,2888,29200,302,14,32,0,0,0,0,0,0,0,0,BENIGN,0
445,119981909,11,9,54,6,6,0,4.909090909,2.427119505,6,0,0.666666667,2,0.500075391,0.166691797,6314837.316,12563684.3,30013222,2,119981858,11998185.8,15489575.39,30013271,2,119981862,14997732.75,16033252.36,30013276,3,0,0,0,0,244,276,0.091680488,0.075011309,0,6,3.142857143,3.070597894,9.428571429,0,0,0,0,1,0,0,0,0,3.3,4.909090909,0.666666667,244,0,0,0,0,0,0,11,54,9,6,2052,2052,8,20,64,11.74734012,80,53,29995399.5,20090.42625,30013222,29967465,BENIGN,0
1045,47,1,1,2,6,2,2,2,0,6,6,6,0,170212.766,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
9595,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
80,33644,2,0,12,0,6,6,6,0,0,0,0,0,356.6757817,59.44596362,33644,0,33644,33644,33644,33644,0,33644,33644,0,0,0,0,0,0,0,0,0,40,0,59.44596362,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
16016,56,1,1,2,6,2,2,2,0,6,6,6,0,142857.1429,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
49488,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,913,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
123,24027,1,1,48,48,48,48,48,0,48,48,48,0,3995.505057,83.23968868,24027,0,24027,24027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.61984434,41.61984434,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,0
80,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0
443,4857572,3,4,98,129,46,6,32.66666667,23.09401077,46,6,32.25,18.87458609,46.73116528,1.44104915,809595.3333,1929900.646,4748797,51,4827662,2413831,3302140.585,4748797,78865,4827823,1609274.333,2787129.269,4827574,51,1,0,0,0,60,80,0.617592493,0.823456657,6,46,34.125,18.11422093,328.125,0,1,0,0,1,0,0,0,1,39,32.66666667,32.25,60,0,0,0,0,0,0,3,98,4,129,258,127,2,20,0,0,0,0,0,0,0,0,BENIGN,0
443,37895474,37,93,994,183979,757,0,26.86486486,125.8791665,4344,0,1978.268817,941.8658533,4881.136993,3.430488823,293763.3643,3321320.932,37724248,0,37895474,1052652.056,6286566.351,37724248,3,147838,1606.934783,5873.248155,34027,2,0,0,0,0,1196,2984,0.976369896,2.454118927,0,4344,1412.007634,1192.88923,1422984.715,0,0,0,1,0,0,0,0,2,1422.869231,26.86486486,1978.268817,1196,0,0,0,0,0,0,37,994,93,183979,65535,986,5,32,171189,0,171189,171189,37724248,0,37724248,37724248,BENIGN,0
50179,49,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,877551.0204,61224.4898,24.5,33.23401872,48,1,49,24.5,33.23401872,48,1,0,0,0,0,0,0,0,0,0,60,0,61224.4898,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0,60,0,0,0,0,0,0,3,43,0,0,980,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,0
53,94702,1,1,58,74,58,58,58,0,74,74,74,0,1393.845959,21.11887817,94702,0,94702,94702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.55943908,10.55943908,58,74,63.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,95,58,74,20,0,0,0,0,0,0,1,58,1,74,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,0
53,39961536,2,2,94,218,47,47,47,0,119,99,109,14.14213562,7.807507699,0.100096253,13320512,22992511.91,39869972,30477,39900449,39900449,0,39900449,39900449,39931059,39931059,0,39931059,39931059,0,0,0,0,52,40,0.050048126,0.050048126,47,119,71.8,34.68717342,1203.2,0,0,0,0,0,0,0,0,1,89.75,47,109,52,0,0,0,0,0,0,2,94,2,218,-1,-1,1,20,30477,0,30477,30477,39869972,0,39869972,39869972,BENIGN,0
1045,47,1,1,2,6,2,2,2,0,6,6,6,0,170212.766,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
9595,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
31038,49,1,1,2,6,2,2,2,0,6,6,6,0,163265.3061,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
9595,44,1,1,2,6,2,2,2,0,6,6,6,0,181818.1818,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
1031,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
5910,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,1
443,10295852,8,6,566,2794,342,0,70.75,129.3188198,1451,0,465.6666667,667.0207393,326.3450174,1.359770906,791988.6154,2798577.84,10105606,4,10295852,1470836,3807912.453,10105606,4,167203,33440.6,48245.45474,116886,203,0,0,0,0,184,128,0.777011946,0.58275896,0,1451,224,457.4872364,209294.5714,0,0,0,1,0,0,0,0,0,240,70.75,465.6666667,184,0,0,0,0,0,0,8,566,6,2794,8192,11256,6,20,0,0,0,0,0,0,0,0,BENIGN,0
443,62789719,30,30,1851,39681,762,0,61.7,188.468812,4096,0,1322.7,1135.745392,661.445865,0.955570449,1064232.525,3017020.575,10210755,3,62789719,2165162.724,4130903.394,10404015,182,62600510,2158638.276,4137222.262,10400050,48,0,0,0,0,968,968,0.477785225,0.477785225,0,4096,680.852459,1022.747979,1046013.428,0,0,0,1,0,0,0,0,1,692.2,61.7,1322.7,968,0,0,0,0,0,0,30,1851,30,39681,29200,133,4,32,522321.8333,811178.778,2178125,188784,9942551.833,331508.5952,10210755,9280790,BENIGN,0
443,30618234,12,13,1067,4601,392,0,88.91666667,141.0708773,1460,0,353.9230769,519.7713378,185.1184494,0.816506922,1275759.75,3327758.668,10004614,1,20655330,1877757.273,3964678.802,10040439,10408,30580185,2548348.75,4444344.6,10040358,1,0,0,0,0,276,296,0.391923323,0.424583599,0,1460,218,397.4170605,157940.32,0,0,0,1,0,0,0,0,1,226.72,88.91666667,353.9230769,276,0,0,0,0,0,0,12,1067,13,4601,8192,64,9,20,313373.3333,480797.9647,868551,35744,9892704.333,132539.4576,10004614,9746340,BENIGN,0
38316,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,31000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,110,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,0
137,3973289,264,0,17160,0,68,50,65,6.720945072,0,0,0,0,4318.840135,66.44369438,15107.56274,172211.5402,2002122,1,3973289,15107.56274,172211.5402,2002122,1,0,0,0,0,0,0,0,0,0,2112,0,66.44369438,0,50,68,65.01132075,6.710734853,45.03396226,0,0,0,0,0,0,0,0,0,65.25757576,65,0,2112,0,0,0,0,0,0,264,17160,0,0,-1,-1,263,8,0,0,0,0,0,0,0,0,BENIGN,0
